edits	edit_fraction	reads	read_fraction	gbp	gbp_fraction
4530	23.8647139300	2480	30.7006684800	19687415	46.5787078600
4540	23.9173954200	3575	44.2560039600	26143926	61.8542501100
4550	23.9700769100	2881	35.6647685000	23123207	54.7074922500
4560	24.0227584000	2477	30.6635305700	20678613	48.9237959300
4570	24.0754398900	2539	31.4310472800	20788409	49.1835637000
4580	24.1281213700	2107	26.0831889000	18000981	42.5887520100
4590	24.1808028600	2356	29.1656350500	20065259	47.4726538300
4600	24.2334843500	2964	36.6922505500	23174635	54.8291664200
4610	24.2861658400	2626	32.5080465400	21277278	50.3401851400
4620	24.3388473200	2538	31.4186679800	20738650	49.0658382400
4630	24.3915288100	2600	32.1861846900	20921212	49.4977640200
4640	24.4442103000	2121	26.2564991300	18440054	43.6275604600
4650	24.4968917900	2271	28.1133944000	19402594	45.9048462000
4660	24.5495732700	2661	32.9413221000	21310984	50.4199306000
4670	24.6022547600	2622	32.4585293300	20775801	49.1537342700
4680	24.6549362500	1907	23.6073285400	17583572	41.6011987000
4690	24.7076177400	2610	32.3099777100	21223989	50.2141080100
4700	24.7602992300	2355	29.1532557500	19784622	46.8086911500
4710	24.8129807100	2031	25.1423619700	18029649	42.6565780000
4720	24.8656622000	2559	31.6786333200	21969077	51.9769212700
4730	24.9183436900	2134	26.4174300500	18616368	44.0447040100
4740	24.9710251800	2304	28.5219113600	19712690	46.6385063100
4750	25.0237066600	1865	23.0873978700	16818644	39.7914457200
4760	25.0763881500	2081	25.7613270600	17953996	42.4775896000
4770	25.1290696400	2084	25.7984649600	17521548	41.4544553200
4780	25.1817511300	1975	24.4491210600	17247961	40.8071723300
4790	25.2344326200	2406	29.7846001400	20337280	48.1162318000
4800	25.2871141000	2114	26.1698440200	18604026	44.0155039200
4810	25.3397955900	1875	23.2111908800	16019452	37.9006271100
4820	25.3924770800	1993	24.6719485000	17164573	40.6098835900
4830	25.4451585700	2418	29.9331517700	19659443	46.5125285400
4840	25.4978400500	1922	23.7930180700	17106760	40.4731030700
4850	25.5505215400	2290	28.3486011300	19005537	44.9654439500
4860	25.6032030300	1924	23.8177766700	17404049	41.1764629300
4870	25.6558845200	1212	15.0037137900	12823744	30.3398605300
4880	25.7085660000	2009	24.8700173300	17562979	41.5524774600
4890	25.7612474900	1884	23.3226046000	16294571	38.5515346900
4900	25.8139289800	1237	15.3131963300	12509668	29.5967840900
4910	25.8666104700	1657	20.5125030900	15490620	36.6494567000
4920	25.9192919600	1777	21.9980193100	16276089	38.5078078900
4930	25.9719734400	1555	19.2498143100	14890206	35.2289295100
4940	26.0246549300	1957	24.2262936300	17655134	41.7705081500
4950	26.0773364200	2203	27.2716018800	19111501	45.2161455300
4960	26.1300179100	1885	23.3349839000	16501258	39.0405381100
4970	26.1826993900	1328	16.4397128000	13121964	31.0454230600
4980	26.2353808800	2610	32.3099777100	20914410	49.4816710800
4990	26.2880623700	1293	16.0064372300	12871204	30.4521467600
5000	26.3407438600	1725	21.3542956100	16007449	37.8722290600
5010	26.3934253500	1509	18.6803664200	14348499	33.9472979600
5020	26.4461068300	1088	13.4686803600	11320412	26.7831080600
5030	26.4987883200	1697	21.0076751600	15588868	36.8819029000
5040	26.5514698100	1701	21.0571923700	15782464	37.3399341600
5050	26.6041513000	1045	12.9363703800	10603178	25.0861949300
5060	26.6568327800	1403	17.3681604300	13533375	32.0187856300
5070	26.7095142700	1856	22.9759841500	16092052	38.0723923900
5080	26.7621957600	1690	20.9210200500	15046416	35.5985087500
5090	26.8148772500	1087	13.4563010600	10880211	25.7416308600
5100	26.8675587300	1658	20.5248823900	15059303	35.6289982700
5110	26.9202402200	1180	14.6075761300	11450326	27.0904732600
5120	26.9729217100	1685	20.8591235400	15283827	36.1602024800
5130	27.0256032000	1036	12.8249566700	10441605	24.7039273000
5140	27.0782846900	1101	13.6296112800	11489222	27.1824978000
5150	27.1309661700	1577	19.5221589500	15292278	36.1801968100
5160	27.1836476600	1309	16.2045060600	12643151	29.9125932400
5170	27.2363291500	1026	12.7011636500	10988884	25.9987417100
5180	27.2890106400	1569	19.4231245300	15058578	35.6272829800
5190	27.3416921200	1034	12.8001980600	10973041	25.9612585500
5200	27.3943736100	978	12.1069571600	10492849	24.8251661300
5210	27.4470551000	939	11.6241643900	10026532	23.7219007600
5220	27.4997365900	1433	17.7395394800	13888326	32.8585687500
5230	27.5524180800	1059	13.1096806100	10821492	25.6027068300
5240	27.6050995600	821	10.1634067800	9140618	21.6259054500
5250	27.6577810500	1390	17.2072295100	13503063	31.9470700800
5260	27.7104625400	909	11.2527853400	9844572	23.2913992600
5270	27.7631440300	1061	13.1344392100	10828049	25.6182201200
5280	27.8158255100	1326	16.4149541900	13031017	30.8302503900
5290	27.8685070000	1123	13.9019559200	10999202	26.0231532000
5300	27.9211884900	1144	14.1619212600	11553535	27.3346567600
5310	27.9738699800	914	11.3146818500	9476662	22.4209562700
5320	28.0265514600	1419	17.5662292600	13291256	31.4459531800
5330	28.0792329500	1059	13.1096806100	11360045	26.8768762800
5340	28.1319144400	707	8.7521663700	7464072	17.6593437500
5350	28.1845959300	1023	12.6640257400	10361864	24.5152670400
5360	28.2372774200	1190	14.7313691500	12150100	28.7460775500
5370	28.2899589000	1131	14.0009903400	11081317	26.2174301300
5380	28.3426403900	518	6.4124783300	6412297	15.1709357800
5390	28.3953218800	665	8.2322357000	7643173	18.0830811100
5400	28.4480033700	941	11.6489230000	9746058	23.0583237200
5410	28.5006848500	1223	15.1398861100	11981538	28.3472745500
5420	28.5533663400	650	8.0465461700	7443216	17.6100002700
5430	28.6060478300	1287	15.9321614200	12676979	29.9926273400
5440	28.6587293200	814	10.0767516700	8669109	20.5103562600
5450	28.7114108100	964	11.9336469400	10117126	23.9362382700
5460	28.7640922900	1185	14.6694726400	11628770	27.5126562100
5470	28.8167737800	780	9.6558554000	8331996	19.7127762800
5480	28.8694552700	590	7.3037880600	6267755	14.8289620000
5490	28.9221367600	814	10.0767516700	9121124	21.5797843500
5500	28.9748182400	654	8.0960633800	6911963	16.3531019800
5510	29.0274997300	688	8.5169596400	7670815	18.1484796700
5520	29.0801812200	647	8.0094082600	6872648	16.2600861200
5530	29.1328627100	701	8.6778905600	7622880	18.0350696400
5540	29.1855441900	810	10.0272344600	8333863	19.7171934400
5550	29.2382256800	795	9.8415449300	8505772	20.1239151500
5560	29.2909071700	600	7.4275810800	6546099	15.4874996500
5570	29.3435886600	745	9.2225798400	8443549	19.9767009600
5580	29.3962701500	1133	14.0257489400	10916339	25.8271065600
5590	29.4489516300	1219	15.0903689000	11882287	28.1124553300
5600	29.5016331200	493	6.1029957900	5912522	13.9885116900
5610	29.5543146100	748	9.2597177500	7999356	18.9257790400
5620	29.6069961000	391	4.8403070000	4791073	11.3352611100
5630	29.6596775800	722	8.9378559000	7702013	18.2222914200
5640	29.7123590700	834	10.3243377000	8873268	20.9933786600
5650	29.7650405600	519	6.4248576300	5610390	13.2736937100
5660	29.8177220500	817	10.1138895700	8841537	20.9183058800
5670	29.8704035400	643	7.9598910600	7139639	16.8917635500
5680	29.9230850200	210	2.5996533700	2685009	6.3524972500
5690	29.9757665100	617	7.6380292100	7239522	17.1280780200
5700	30.0284480000	398	4.9269621100	4780108	11.3093188700
5710	30.0811294900	561	6.9447883100	6181773	14.6255360900
5720	30.1338109700	290	3.5899975200	3701858	8.7582733600
5730	30.1864924600	794	9.8291656300	8252296	19.5242130300
5740	30.2391739500	791	9.7920277200	7989775	18.9031112300
5750	30.2918554400	620	7.6751671200	6407899	15.1605304900
5760	30.3445369200	589	7.2914087600	6316539	14.9443807000
5770	30.3972184100	386	4.7784104900	4440709	10.5063304200
5780	30.4498999000	275	3.4043079900	3298357	7.8036251600
5790	30.5025813900	267	3.3052735800	3271191	7.7393527700
5800	30.5552628800	349	4.3203763300	4046236	9.5730416900
5810	30.6079443600	296	3.6642733300	3594794	8.5049692600
5820	30.6606258500	372	4.6051002700	4415752	10.4472843300
5830	30.7133073400	591	7.3161673600	6611220	15.6415702600
5840	30.7659888300	236	2.9215152200	3013310	7.1292288000
5850	30.8186703100	205	2.5377568700	2401659	5.6821158500
5860	30.8713518000	389	4.8155484000	4362935	10.3223239200
5870	30.9240332900	674	8.3436494100	7573197	17.9175239900
5880	30.9767147800	565	6.9943055200	6029722	14.2657966700
5890	31.0293962700	193	2.3892052400	2352414	5.5656064700
5900	31.0820777500	656	8.1208219800	6981424	16.5174406500
5910	31.1347592400	541	6.6972022700	5677518	13.4325127100
5920	31.1874407300	439	5.4345134900	4904805	11.6043411000
5930	31.2401222200	353	4.3698935300	3824470	9.0483626600
5940	31.2928037000	401	4.9641000200	4890795	11.5711946700
5950	31.3454851900	410	5.0755137400	4410208	10.4341677100
5960	31.3981666800	243	3.0081703300	3013544	7.1297824300
5970	31.4508481700	186	2.3025501300	2157172	5.1036809200
5980	31.5035296500	132	1.6340678300	1600118	3.7857397100
5990	31.5562111400	355	4.3946521400	4111689	9.7278977800
6000	31.6088926300	224	2.7729636000	2467960	5.8389782400
6010	31.6615741200	203	2.5129982600	2368773	5.6043104400
6020	31.7142556100	64	.7922753100	841840	1.9917200600
6030	31.7669370900	185	2.2901708300	2104392	4.9788080400
6040	31.8196185800	72	.8913097300	778406	1.8416407400
6050	31.8723000700	234	2.8967566200	2719144	6.4332576900
6060	31.9249815600	162	2.0054468900	1668009	3.9463639000
6070	31.9776630400	244	3.0205496400	2895912	6.8514753700
6080	32.0303445300	198	2.4511017500	2376106	5.6216596800
6090	32.0830260200	270	3.3424114800	3083718	7.2958079900
6100	32.1357075100	50	.6189650900	648912	1.5352692300
6110	32.1883890000	108	1.3369645900	1398989	3.3098860300
6120	32.2410704800	104	1.2874473800	1400856	3.3143031900
6130	32.2937519700	331	4.0975488900	3170805	7.5018482500
6140	32.3464334600	237	2.9338945200	2630672	6.2239406500
6150	32.3991149500	38	.4704134600	523437	1.2384063100
6160	32.4517964300	64	.7922753100	806253	1.9075243200
6170	32.5044779200	99	1.2255508700	1024381	2.4235961500
6180	32.5571594100	623	7.7123050200	6931839	16.4001268600
6190	32.6098409000	185	2.2901708300	2291376	5.4211958900
6200	32.6625223800	159	1.9683089800	1972678	4.6671842000
6210	32.7152038700	77	.9532062300	978090	2.3140756800
6220	32.7678853600	85	1.0522406500	958918	2.2687164000
6230	32.8205668500	198	2.4511017500	2540195	6.0098799500
6240	32.8732483400	130	1.6093092300	1632745	3.8629323500
6250	32.9259298200	89	1.1017578600	1133182	2.6810098300
6260	32.9786113100	262	3.2433770700	3019018	7.1427334300
6270	33.0312928000	66	.8170339100	843025	1.9945236600
6280	33.0839742900	34	.4208962600	417155	.9869523600
6290	33.1366557700	423	5.2364446600	4435123	10.4931144300
6300	33.1893372600	77	.9532062300	968092	2.2904212800
6310	33.2420187500	28	.3466204500	375794	.8890958400
6320	33.2947002400	370	4.5803416600	4186297	9.9044138000
6330	33.3473817300	176	2.1787571100	1904967	4.5069858700
6340	33.4000632100	206	2.5501361700	2607839	6.1699197600
6350	33.4527447000	119	1.4731369100	1242222	2.9389889700
6360	33.5054261900	293	3.6271354200	2814460	6.6587670400
6370	33.5581076800	21	.2599653300	307124	.7266286100
6380	33.6107891600	106	1.3122059900	1271892	3.0091856000
6390	33.6634706500	75	.9284476300	1036792	2.4529595000
6400	33.7161521400	384	4.7536518900	4473129	10.5830333100
6410	33.7688336300	12	.1485516200	153707	.3636573600
6420	33.8215151100	36	.4456548600	493339	1.1671970700
6430	33.8741966000	10	.1237930100	116839	.2764308800
6440	33.9268780900	123	1.5226541200	1633075	3.8637131000
6450	33.9795595800	180	2.2282743200	2001191	4.7346434700
6460	34.0322410700	4	.0495172000	52894	.1251425900
6470	34.0849225500	5	.0618965000	84689	.2003667900
6480	34.1376040400	78	.9655855400	931290	2.2033509600
6490	34.1902855300	109	1.3493438900	1320195	3.1234662900
6500	34.2429670200	154	1.9064124700	1875348	4.4369099000
6510	34.2956485000	20	.2475860300	208001	.4921122300
6520	34.3483299900	30	.3713790500	340841	.8064000900
6530	34.4010114800	35	.4332755600	436378	1.0324323100
6540	34.4536929700	5	.0618965000	67321	.1592756100
6550	34.5063744600	99	1.2255508700	1076409	2.5466898700
6560	34.5590559400	13	.1609309200	161266	.3815412900
6570	34.6117374300	331	4.0975488900	3767010	8.9124173100
6580	34.6644189200	34	.4208962600	440452	1.0420710400
6590	34.7171004100	183	2.2654122300	1744738	4.1278980300
6600	34.7697818900	74	.9160683300	835642	1.9770561300
6610	34.8224633800	206	2.5501361700	2200418	5.2059971900
6620	34.8751448700	410	5.0755137400	4142107	9.7998641200
6630	34.9278263600	86	1.0646199500	1128227	2.6692867400
6640	34.9805078400	59	.7303788000	800507	1.8939297800
6650	35.0331893300	5	.0618965000	55828	.1320841800
6660	35.0858708200	114	1.4112404000	1244125	2.9434913000
6670	35.1385523100	79	.9779648400	794140	1.8788660100
6680	35.1912338000	73	.9036890300	822012	1.9448087400
6690	35.2439152800	161	1.9930675900	1924309	4.5527473600
6700	35.2965967700	24	.2971032400	259476	.6138975900
6710	35.3492782600	13	.1609309200	139025	.3289210300
6720	35.4019597500	14	.1733102200	163753	.3874253200
6730	35.4546412300	11	.1361723100	175103	.4142784300
6740	35.5073227200	10	.1237930100	133210	.3151632400
6750	35.5600042100	3	.0371379000	48806	.1154707400
6760	35.6126857000	27	.3342411400	342014	.8091753100
6770	35.6653671800	1	.0123793000	1754	.0041498100
6780	35.7180486700	46	.5694478800	649545	1.5367668500
6790	35.7707301600	8	.0990344100	69922	.1654293500
6800	35.8234116500	80	.9903441400	842398	1.9930402400
6810	35.8760931400	18	.2228274300	179326	.4242696800
6820	35.9287746200	7	.0866551100	52151	.1233847200
6830	35.9814561100	68	.8417925200	846629	2.0030504100
6840	36.0341376000	0	0		
6850	36.0868190900	25	.3094825400	274676	.6498594700
6860	36.1395005700	9	.1114137100	142029	.3360282300
6870	36.1921820600	5	.0618965000	61723	.1460312300
6880	36.2448635500	6	.0742758100	53264	.1260179800
6890	36.2975450400	0	0		
6900	36.3502265300	5	.0618965000	72123	.1706367300
6910	36.4029080100	28	.3466204500	243546	.5762086000
6920	36.4555895000	129	1.5969299300	1293055	3.0592554200
6930	36.5082709900	20	.2475860300	243881	.5770011800
6940	36.5609524800	12	.1485516200	167220	.3956279400
6950	36.6136339600	13	.1609309200	189506	.4483546700
6960	36.6663154500	4	.0495172000	48243	.1141387300
6970	36.7189969400	30	.3713790500	424833	1.0051178400
6980	36.7716784300	5	.0618965000	68272	.1615256000
6990	36.8243599100	6	.0742758100	94052	.2225188300
7000	36.8770414000	2	.0247586000	13609	.0321977000
7010	36.9297228900	42	.5199306700	493319	1.1671497500
7020	36.9824043800	7	.0866551100	86184	.2039038300
7030	37.0350858700	18	.2228274300	236120	.5586393300
7040	37.0877673500	154	1.9064124700	1686798	3.9908170400
7050	37.1404488400	15	.1856895200	194789	.4608537900
7060	37.1931303300	1	.0123793000	6805	.0161000300
7070	37.2458118200	3	.0371379000	20637	.0488253400
7080	37.2984933000	20	.2475860300	247572	.5857337700
7090	37.3511747900	4	.0495172000	52240	.1235952800
7100	37.4038562800	3	.0371379000	33640	.0795893000
7110	37.4565377700	0	0		
7120	37.5092192600	1	.0123793000	12386	.0293041900
7130	37.5619007400	3	.0371379000	40741	.0963896500
7140	37.6145822300	22	.2723446300	284611	.6733648100
7150	37.6672637200	0	0		
7160	37.7199452100	86	1.0646199500	1107545	2.6203549300
7170	37.7726266900	10	.1237930100	140060	.3313697500
7180	37.8253081800	15	.1856895200	198293	.4691439500
7190	37.8779896700	0	0		
7200	37.9306711600	1	.0123793000	19196	.0454160600
7210	37.9833526400	21	.2599653300	293101	.6934514100
7220	38.0360341300	1	.0123793000	17223	.0407481100
7230	38.0887156200	3	.0371379000	25313	.0598883500
7240	38.1413971100	0	0		
7250	38.1940786000	1	.0123793000	7855	.0185842400
7260	38.2467600800	77	.9532062300	698601	1.6528290700
7270	38.2994415700	0	0		
7280	38.3521230600	5	.0618965000	61266	.1449500100
7290	38.4048045500	7	.0866551100	85695	.2027469000
7300	38.4574860300	74	.9160683300	897202	2.1227017200
7310	38.5101675200	0	0		
7320	38.5628490100	3	.0371379000	29017	.0686516900
7330	38.6155305000	0	0		
7340	38.6682119900	1	.0123793000	3026	.0071592500
7350	38.7208934700	70	.8665511200	691643	1.6363670500
7360	38.7735749600	3	.0371379000	19488	.0461069000
7370	38.8262564500	8	.0990344100	76768	.1816263900
7380	38.8789379400	0	0		
7390	38.9316194200	8	.0990344100	115528	.2733291700
7400	38.9843009100	1	.0123793000	8059	.0190668900
7410	39.0369824000	1	.0123793000	5883	.0139186600
7420	39.0896638900	2	.0247586000	21181	.0501123900
7430	39.1423453700	0	0		
7440	39.1950268600	1	.0123793000	1654	.0039132100
7450	39.2477083500	12	.1485516200	89571	.2119171700
7460	39.3003898400	17	.2104481300	167137	.3954315700
7470	39.3530713300	0	0		
7480	39.4057528100	3	.0371379000	55055	.1302553300
7490	39.4584343000	1	.0123793000	18839	.0445714300
7500	39.5111157900	1	.0123793000	19272	.0455958700
7510	39.5637972800	0	0		
7520	39.6164787600	3	.0371379000	31497	.0745191500
7530	39.6691602500	0	0		
7540	39.7218417400	3	.0371379000	36513	.0863865700
7550	39.7745232300	0	0		
7560	39.8272047200	0	0		
7570	39.8798862000	1	.0123793000	10925	.0258475900
7580	39.9325676900	8	.0990344100	113626	.2688292100
7590	39.9852491800	0	0		
7600	40.0379306700	0	0		
7610	40.0906121500	0	0		
7620	40.1432936400	0	0		
7630	40.1959751300	0	0		
7640	40.2486566200	0	0		
7650	40.3013381000	0	0		
7660	40.3540195900	12	.1485516200	165734	.3921121900
7670	40.4067010800	1	.0123793000	19118	.0452315200
7680	40.4593825700	6	.0742758100	82083	.1942012200
7690	40.5120640600	4	.0495172000	55917	.1322947400
7700	40.5647455400	64	.7922753100	722097	1.7084185600
7710	40.6174270300	3	.0371379000	35069	.0829701900
7720	40.6701085200	0	0		
7730	40.7227900100	0	0		
7740	40.7754714900	0	0		
7750	40.8281529800	0	0		
7760	40.8808344700	0	0		
7770	40.9335159600	0	0		
7780	40.9861974500	3	.0371379000	19513	.0461660500
7790	41.0388789300	1	.0123793000	14724	.0348357000
7800	41.0915604200	0	0		
7810	41.1442419100	0	0		
7820	41.1969234000	2	.0247586000	37871	.0895994800
7830	41.2496048800	0	0		
7840	41.3022863700	1	.0123793000	2711	.0064139800
7850	41.3549678600	0	0		
7860	41.4076493500	0	0		
7870	41.4603308300	0	0		
7880	41.5130123200	0	0		
7890	41.5656938100	7	.0866551100	54405	.1287174800
7900	41.6183753000	0	0		
7910	41.6710567900	61	.7551374100	605831	1.4333433300
7920	41.7237382700	0	0		
7930	41.7764197600	2	.0247586000	23728	.0561383700
7940	41.8291012500	0	0		
7950	41.8817827400	0	0		
7960	41.9344642200	1	.0123793000	17226	.0407552100
7970	41.9871457100	0	0		
7980	42.0398272000	0	0		
7990	42.0925086900	0	0		
8000	42.1451901800	4	.0495172000	47274	.1118461600
8010	42.1978716600	2	.0247586000	24763	.0585870900
8020	42.2505531500	0	0		
8030	42.3032346400	0	0		
8040	42.3559161300	0	0		
8050	42.4085976100	0	0		
8060	42.4612791000	0	0		
8070	42.5139605900	0	0		
8080	42.5666420800	2	.0247586000	25439	.0601864500
8090	42.6193235600	0	0		
8100	42.6720050500	0	0		
8110	42.7246865400	0	0		
8120	42.7773680300	0	0		
8130	42.8300495200	2	.0247586000	28657	.0677999600
8140	42.8827310000	0	0		
8150	42.9354124900	0	0		
8160	42.9880939800	0	0		
8170	43.0407754700	0	0		
8180	43.0934569500	0	0		
8190	43.1461384400	0	0		
8200	43.1988199300	0	0		
8210	43.2515014200	0	0		
8220	43.3041829100	0	0		
8230	43.3568643900	0	0		
8240	43.4095458800	0	0		
8250	43.4622273700	4	.0495172000	36412	.0861476100
8260	43.5149088600	0	0		
8270	43.5675903400	0	0		
8280	43.6202718300	0	0		
8290	43.6729533200	0	0		
8300	43.7256348100	0	0		
8310	43.7783162900	0	0		
8320	43.8309977800	0	0		
8330	43.8836792700	1	.0123793000	11835	.0280005700
8340	43.9363607600	0	0		
8350	43.9890422500	0	0		
8360	44.0417237300	12	.1485516200	153845	.3639838600
8370	44.0944052200	0	0		
8380	44.1470867100	0	0		
8390	44.1997682000	0	0		
8400	44.2524496800	0	0		
8410	44.3051311700	0	0		
8420	44.3578126600	0	0		
8430	44.4104941500	0	0		
8440	44.4631756400	0	0		
8450	44.5158571200	0	0		
8460	44.5685386100	0	0		
8470	44.6212201000	0	0		
8480	44.6739015900	4	.0495172000	37346	.0883573800
8490	44.7265830700	0	0		
8500	44.7792645600	0	0		
8510	44.8319460500	0	0		
8520	44.8846275400	1	.0123793000	3540	.0083753300
8530	44.9373090200	0	0		
8540	44.9899905100	0	0		
8550	45.0426720000	0	0		
8560	45.0953534900	0	0		
8570	45.1480349800	0	0		
8580	45.2007164600	0	0		
8590	45.2533979500	0	0		
8600	45.3060794400	0	0		
8610	45.3587609300	0	0		
8620	45.4114424100	0	0		
8630	45.4641239000	0	0		
8640	45.5168053900	0	0		
8650	45.5694868800	0	0		
8660	45.6221683700	0	0		
8670	45.6748498500	0	0		
8680	45.7275313400	0	0		
8690	45.7802128300	0	0		
8700	45.8328943200	0	0		
8710	45.8855758000	0	0		
8720	45.9382572900	0	0		
8730	45.9909387800	0	0		
8740	46.0436202700	0	0		
8750	46.0963017500	0	0		
8760	46.1489832400	0	0		
8770	46.2016647300	0	0		
8780	46.2543462200	3	.0371379000	26896	.0636335900
8790	46.3070277100	0	0		
8800	46.3597091900	9	.1114137100	110618	.2617125400
8810	46.4123906800	0	0		
8820	46.4650721700	0	0		
8830	46.5177536600	1	.0123793000	9594	.0226985600
8840	46.5704351400	0	0		
8850	46.6231166300	0	0		
8860	46.6757981200	0	0		
8870	46.7284796100	0	0		
8880	46.7811610900	0	0		
8890	46.8338425800	0	0		
8900	46.8865240700	0	0		
8910	46.9392055600	0	0		
8920	46.9918870500	1	.0123793000	13277	.0314122200
8930	47.0445685300	0	0		
8940	47.0972500200	0	0		
8950	47.1499315100	1	.0123793000	6083	.0143918400
8960	47.2026130000	0	0		
8970	47.2552944800	0	0		
8980	47.3079759700	0	0		
8990	47.3606574600	0	0		
9000	47.4133389500	0	0		
9010	47.4660204400	0	0		
9020	47.5187019200	1	.0123793000	18523	.0438238000
9030	47.5713834100	0	0		
9040	47.6240649000	0	0		
9050	47.6767463900	0	0		
9060	47.7294278700	0	0		
9070	47.7821093600	0	0		
9080	47.8347908500	0	0		
9090	47.8874723400	0	0		
9100	47.9401538200	0	0		
9110	47.9928353100	0	0		
9120	48.0455168000	0	0		
9130	48.0981982900	0	0		
9140	48.1508797800	0	0		
9150	48.2035612600	0	0		
9160	48.2562427500	0	0		
9170	48.3089242400	0	0		
9180	48.3616057300	0	0		
9190	48.4142872100	0	0		
9200	48.4669687000	0	0		
9210	48.5196501900	0	0		
9220	48.5723316800	0	0		
9230	48.6250131700	0	0		
9240	48.6776946500	0	0		
9250	48.7303761400	0	0		
9260	48.7830576300	0	0		
9270	48.8357391200	0	0		
9280	48.8884206000	0	0		
9290	48.9411020900	0	0		
9300	48.9937835800	0	0		
9310	49.0464650700	0	0		
9320	49.0991465500	0	0		
9330	49.1518280400	0	0		
9340	49.2045095300	0	0		
9350	49.2571910200	0	0		
9360	49.3098725100	0	0		
9370	49.3625539900	0	0		
9380	49.4152354800	0	0		
9390	49.4679169700	0	0		
9400	49.5205984600	0	0		
9410	49.5732799400	0	0		
9420	49.6259614300	0	0		
9430	49.6786429200	1	.0123793000	4941	.0116899700
9440	49.7313244100	0	0		
9450	49.7840059000	0	0		
9460	49.8366873800	0	0		
9470	49.8893688700	0	0		
9480	49.9420503600	0	0		
9490	49.9947318500	0	0		
9500	50.0474133300	0	0		
9510	50.1000948200	0	0		
9520	50.1527763100	0	0		
9530	50.2054578000	0	0		
9540	50.2581392800	0	0		
9550	50.3108207700	0	0		
9560	50.3635022600	0	0		
9570	50.4161837500	0	0		
9580	50.4688652400	0	0		
9590	50.5215467200	0	0		
9600	50.5742282100	0	0		
9610	50.6269097000	0	0		
9620	50.6795911900	0	0		
9630	50.7322726700	0	0		
9640	50.7849541600	0	0		
9650	50.8376356500	0	0		
9660	50.8903171400	0	0		
9670	50.9429986300	0	0		
9680	50.9956801100	0	0		
9690	51.0483616000	0	0		
9700	51.1010430900	0	0		
9710	51.1537245800	0	0		
9720	51.2064060600	0	0		
9730	51.2590875500	0	0		
9740	51.3117690400	0	0		
9750	51.3644505300	0	0		
9760	51.4171320100	0	0		
9770	51.4698135000	0	0		
9780	51.5224949900	0	0		
9790	51.5751764800	0	0		
9800	51.6278579700	0	0		
9810	51.6805394500	0	0		
9820	51.7332209400	0	0		
9830	51.7859024300	0	0		
9840	51.8385839200	0	0		
9850	51.8912654000	0	0		
9860	51.9439468900	0	0		
9870	51.9966283800	0	0		
9880	52.0493098700	0	0		
9890	52.1019913600	0	0		
9900	52.1546728400	0	0		
9910	52.2073543300	0	0		
9920	52.2600358200	0	0		
9930	52.3127173100	0	0		
9940	52.3653987900	0	0		
9950	52.4180802800	0	0		
9960	52.4707617700	0	0		
9970	52.5234432600	0	0		
9980	52.5761247400	0	0		
9990	52.6288062300	0	0		
10000	52.6814877200	0	0		
10010	52.7341692100	0	0		
10020	52.7868507000	0	0		
10030	52.8395321800	0	0		
10040	52.8922136700	0	0		
10050	52.9448951600	0	0		
10060	52.9975766500	0	0		
10070	53.0502581300	0	0		
10080	53.1029396200	0	0		
10090	53.1556211100	0	0		
10100	53.2083026000	0	0		
10110	53.2609840900	0	0		
10120	53.3136655700	0	0		
10130	53.3663470600	0	0		
10140	53.4190285500	0	0		
10150	53.4717100400	0	0		
10160	53.5243915200	0	0		
10170	53.5770730100	0	0		
10180	53.6297545000	0	0		
10190	53.6824359900	0	0		
10200	53.7351174700	0	0		
10210	53.7877989600	0	0		
10220	53.8404804500	0	0		
10230	53.8931619400	0	0		
10240	53.9458434300	0	0		
10250	53.9985249100	0	0		
10260	54.0512064000	0	0		
10270	54.1038878900	0	0		
10280	54.1565693800	0	0		
10290	54.2092508600	0	0		
10300	54.2619323500	0	0		
10310	54.3146138400	0	0		
10320	54.3672953300	0	0		
10330	54.4199768200	0	0		
10340	54.4726583000	0	0		
10350	54.5253397900	0	0		
10360	54.5780212800	0	0		
10370	54.6307027700	0	0		
10380	54.6833842500	0	0		
10390	54.7360657400	0	0		
10400	54.7887472300	0	0		
10410	54.8414287200	0	0		
10420	54.8941102000	0	0		
10430	54.9467916900	0	0		
10440	54.9994731800	0	0		
10450	55.0521546700	0	0		
10460	55.1048361600	0	0		
10470	55.1575176400	0	0		
10480	55.2101991300	0	0		
10490	55.2628806200	0	0		
10500	55.3155621100	0	0		
10510	55.3682435900	0	0		
10520	55.4209250800	0	0		
10530	55.4736065700	0	0		
10540	55.5262880600	0	0		
10550	55.5789695500	0	0		
10560	55.6316510300	0	0		
10570	55.6843325200	0	0		
10580	55.7370140100	0	0		
10590	55.7896955000	0	0		
10600	55.8423769800	0	0		
10610	55.8950584700	0	0		
10620	55.9477399600	0	0		
10630	56.0004214500	0	0		
10640	56.0531029300	0	0		
10650	56.1057844200	0	0		
10660	56.1584659100	0	0		
10670	56.2111474000	0	0		
10680	56.2638288900	0	0		
10690	56.3165103700	0	0		
10700	56.3691918600	0	0		
10710	56.4218733500	0	0		
10720	56.4745548400	0	0		
10730	56.5272363200	0	0		
10740	56.5799178100	0	0		
10750	56.6325993000	0	0		
10760	56.6852807900	0	0		
10770	56.7379622800	0	0		
10780	56.7906437600	0	0		
10790	56.8433252500	0	0		
10800	56.8960067400	0	0		
10810	56.9486882300	0	0		
